Source.IP,Source.Port,Destination.IP,Destination.Port,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,SYN_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
10.200.7.4,3128,192.168.131.26,49296,987,1310,6,174.9333333,446.0332253,494,0,70.5,177.949323,153912,18838,4099195.5,4842137.66,10051822,6403,114753407,8196671.929,3591329.908,10075665,81243,114753509,8827193,2877275.359,10075889,6403,300,412,0.130687664,0.121975153,0,1310,120.5666667,336.7927515,113429.3575,0,0,124.7241379,174.9333333,70.5,15,2624,14,987,253,75,14,20,39950.75,40783.82574,158435,23843,9522833.167,1179582.723,10051822,6166027,BENIGN
10.200.7.4,3128,192.168.131.26,49296,5614,371,0,34.95238095,92.53619626,2045,0,311.8888889,635.3913929,235450,32489,3038956.684,4654979.451,10210639,3,115480354,5774017.7,5089200.437,10240012,3,112602803,6623694.294,5033375.666,10240421,50,680,584,0.181849114,0.155870669,0,2045,158.7,447.3198936,200095.0872,0,0,162.7692308,34.95238095,311.8888889,21,734,18,5614,29200,122,4,32,36113.72727,21854.43396,102006,29370,10200501.36,33105.96163,10210639,10100684,BENIGN
192.168.131.26,49299,10.200.7.4,3128,0,168,0,24.55555556,54.26811014,0,0,0,0,4.182499287,0.189253361,5871024.444,10387931.27,30798691,4,52838589,6604823.625,10852937.19,30798691,4,0,0,0,0,0,312,40,0.170328025,0.018925336,0,168,20.09090909,49.54483736,2454.690909,1,0,22.1,24.55555556,0,9,221,1,0,-1,29200,5,0,289151.6667,342040.8582,667293,1345,17323921.67,11675950.73,30798691,10198247,DoS slowloris
10.200.7.4,3128,192.168.131.26,49299,178,52,52,52,0,89,89,89,0,121061,175123,39.66666667,63.51640208,113,2,4,4,0,4,4,2,2,0,2,2,64,64,16806.72269,16806.72269,52,89,66.8,20.26573463,410.7,0,1,83.5,52,89,2,104,2,178,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49299,0,37,0,18.5,26.1629509,0,0,0,0,315631,201184,4,0,4,4,4,4,0,4,4,0,0,0,0,0,64,0,500000,0,0,37,24.66666667,21.36195996,456.3333333,1,0,37,18.5,0,2,37,0,0,972,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.29.74,443,10.200.7.218,37863,0,0,0,0,0,0,0,0,0,2,143794,7439.5,10513.97073,14874,5,14879,7439.5,10513.97073,14874,5,0,0,0,0,0,96,0,201.6264534,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,357,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.29.74,443,10.200.7.218,37863,8728,318,0,35.33333333,106,2896,0,1246.857143,991.0148718,277159,99162,83860.8,132004.1306,319354,25,1257912,157239,147405.5856,319435,335,949649,158274.8333,173126.2347,319637,214,300,232,7.154713525,5.564777186,0,2896,532.1176471,868.2892578,753926.2353,0,0,565.375,35.33333333,1246.857143,9,318,7,8728,65535,260,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49297,10.200.7.4,3128,616,30,30,30,0,308,308,308,0,137264,117549,82.33333333,135.6773133,239,4,4,4,0,4,4,4,4,0,4,4,40,40,8097.165992,8097.165992,30,308,141.2,152.266871,23185.2,0,1,176.5,30,308,2,60,2,616,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49297,112,40,40,40,0,56,56,56,0,35028,155831,51.66666667,50.59973649,104,3,3,3,0,3,3,48,48,0,48,48,64,64,12903.22581,12903.22581,40,56,46.4,8.76356092,76.8,0,1,58,40,56,2,80,2,112,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49300,10.200.7.4,3128,0,168,0,21,52.12804747,0,0,0,0,3.116906896,0.163266552,6737448.6,11471270.97,30950926,4,66377552,7375283.556,11977559.8,30950926,4,0,0,0,0,0,336,40,0.148424138,0.014842414,0,168,17.5,47.85489431,2290.090909,1,0,19.09090909,21,0,10,210,1,0,-1,29200,4,0,2076269,2884878.288,4116186,36352,21073982.67,12245043.7,30950926,7373343,DoS slowloris
192.168.131.26,49301,10.200.7.4,3128,2014,683,0,141.4285714,253.5835544,1857,0,402.8,815.2157383,248930,133731,460552,1484039.349,4934734,78,5066072,844345.3333,2003985.602,4934734,162,89338,22334.5,23462.58182,42807,217,152,112,1.38174112,0.986957943,0,1857,231.0769231,524.5023771,275102.7436,0,0,250.3333333,141.4285714,402.8,7,990,5,2014,8192,115,6,20,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49278,10.200.7.4,3128,0,0,0,0,0,0,0,0,0,0,103.7344398,19280,0,19280,19280,0,0,0,0,0,0,0,0,0,0,20,20,51.86721992,51.86721992,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.131.26,49278,0,366,0,91.5,183,0,0,0,0,2254.291469,30.79633154,40589.25,72282.1276,148574,2,148579,49526.33333,85777.79552,148574,2,0,0,0,0,0,128,40,24.63706523,6.159266308,0,366,61,149.4188743,22326,1,0,73.2,91.5,0,4,366,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.131.26,49278,419,445,0,89,199.01005,419,0,139.6666667,241.9097628,86372,121320,6671.428571,10606.87131,22330,32,46700,11675,13204.1312,24124,213,24326,12163,14724.79161,22575,1751,172,104,107.0663812,64.23982869,0,445,96,190.604958,36330.25,0,0,108,89,139.6666667,5,445,3,419,65535,118,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49248,10.200.7.4,3128,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,20,20,500000,500000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.131.26,49248,3782,212,0,59.33333333,89.2248097,1460,0,630.3333333,677.2171488,65908,192798,24238.81818,39308.81559,85920,48,266627,53325.4,46201.12958,89730,144,181295,36259,47674.41577,91463,48,132,132,22.50334737,22.50334737,0,1460,318.3076923,533.9168763,285067.2308,0,1,344.8333333,59.33333333,630.3333333,6,356,6,3782,8192,60,5,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,46201,68.67.180.12,443,0,168,0,22.1,51.75036232,0,0,0,0,3.178718454,0.158216756,6952487.4,10051991.37,27884742,4,68524724,7613858.222,10428421.21,27884742,4,0,0,0,0,0,328,40,0.143833414,0.014383341,0,168,18.41666667,47.59384669,2265.174242,1,0,20.09090909,22.1,0,10,221,1,0,-1,29200,5,0,1387008.5,1617674.346,2530877,243140,16687714.25,9600269.708,27884742,5297081,DoS slowloris
192.168.131.26,49233,10.200.7.4,3128,0,346,0,86.5,173,0,0,0,0,1583.705229,22.88591372,54618.75,95490.5308,197446,8,201550,67183.33333,112829.2944,197446,8,0,0,0,0,0,152,40,18.30873098,4.577182744,0,346,57.66666667,141.2539085,19952.66667,1,0,69.2,86.5,0,4,346,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.194,38920,179.1.4.230,443,101853,217,0,30.60416667,56.14598736,2896,0,1322.766234,560.3404721,307439,70292,947661.4274,7414613.875,58932080,7,117510017,2500213.128,11959780.19,58932080,18,117480379,1545794.461,9454285.407,59002946,47,1544,2472,0.408475815,0.655263287,0,2896,820.015873,769.7154693,592461.9037,0,1,826.576,30.60416667,1322.766234,48,1469,77,101853,29200,126,14,32,117042.5,65968.11294,163689,70396,58622828.5,437347.6655,58932080,58313577,BENIGN
10.200.7.4,3128,192.168.131.26,49248,0,168,0,26.125,57.79875802,0,0,0,0,3.764907774,0.162125215,6939081,9931261.971,25438978,372,54513584,7787654.857,10409013.76,25438978,372,0,0,0,0,0,264,40,0.144111302,0.018013913,0,168,20.9,52.15031693,2719.655556,1,0,23.22222222,26.125,0,8,209,1,0,-1,29200,4,0,520119,681844.6843,1002256,37982,18157470,6539716.556,25438978,12783908,DoS slowloris
192.168.131.26,49178,10.200.7.9,3128,0,334,0,66.8,149.3693409,0,0,0,0,104.3713144,1.874933791,640022.6,862826.3231,1997741,3573,2196023,549005.75,968193.4579,1997741,3573,0,0,0,0,0,176,40,1.562444826,0.312488965,0,334,47.71428571,126.240134,15936.57143,1,0,55.66666667,66.8,0,5,334,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.199,34199,179.1.4.217,443,0,168,0,29.42857143,61.54092715,0,0,0,0,3.701969928,0.143765822,7949435.571,15572492.26,41164962,10,55645205,9274200.833,16621100.84,41164962,10,0,0,0,0,0,224,40,0.125795095,0.017970728,0,168,22.88888889,54.85308661,3008.861111,1,0,25.75,29.42857143,0,7,206,1,0,-1,29200,4,0,20468,26252.04636,39031,1905,27702418.5,19038911.6,41164962,14239875,DoS slowloris
10.200.7.9,3128,192.168.131.26,49178,0,354,0,88.5,177,0,0,0,0,1590.067915,22.45858637,55658,83261.17717,180340,10686,201713,67237.66667,97949.4939,180340,10686,0,0,0,0,0,128,40,17.96686909,4.491717273,0,354,59,144.5198948,20886,1,0,70.8,88.5,0,4,354,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49200,10.200.7.4,3128,828,40,40,40,0,414,414,414,0,145231,104190,103.3333333,135.7399474,258,4,4,4,0,4,4,48,48,0,48,48,40,40,6451.612903,6451.612903,40,414,189.6,204.8482365,41962.8,0,1,237,40,414,2,80,2,828,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.9,3128,192.168.131.26,49178,166,53,53,53,0,166,166,166,0,213770,189748,46524,0,46524,46524,0,0,0,0,0,0,0,0,0,0,20,20,21.49428252,21.49428252,53,166,90.66666667,65.24058042,4256.333333,0,1,136,53,166,1,53,1,166,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,58331,179.1.4.223,443,1471,645,0,89.6,201.1031797,1333,0,294.2,583.7732436,303811,204713,19745.71429,36768.84501,87999,3,276440,30715.55556,43613.73069,90136,4,180490,45122.5,50141.17782,88683,3,332,168,36.17421502,18.08710751,0,1333,147.9375,354.9675044,126001.9292,0,0,157.8,89.6,294.2,10,896,5,1471,65535,115,5,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49200,367,517,0,80.45454545,152.0120809,150,0,40.77777778,47.53887298,5461,14321,6205022.842,18527598.68,58833976,4,117895434,11789543.4,24785300.42,58904415,60,117810824,14726353,27224801.88,58865085,4,232,192,0.09330302,0.076338834,0,517,59.61904762,114.1667536,13034.04762,0,0,62.6,80.45454545,40.77777778,11,885,9,367,8192,123,10,20,124266,65564.35497,170627,77905,58781025,74884.02234,58833976,58728074,BENIGN
10.200.7.4,3128,192.168.131.26,49200,4900,1440,0,323,469.8853584,1460,0,700,659.0106221,128227,202042,20577.46667,28949.26663,65977,11,308662,38582.75,31371.22504,69202,45,241489,40248.16667,45278.32943,101497,48,192,152,29.15810822,22.67852862,0,1460,459.2352941,567.6607184,322238.6912,0,0,487.9375,323,700,9,2907,7,4900,8192,513,8,20,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49196,10.200.7.4,3128,0,0,0,0,0,0,0,0,0,2,153063,83,0,83,83,0,0,0,0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0,0,0,0,1,0,0,0,1,0,1,0,357,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49175,10.200.7.9,3128,0,336,0,42,118.7939392,0,0,0,0,206.3122966,5.526222232,203574.875,353991.6934,1016576,2,612023,87431.85714,142463.7963,347669,2,0,0,0,0,0,252,40,4.912197539,0.614024692,0,336,33.6,106.2525294,11289.6,1,0,37.33333333,42,0,8,336,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.199,33685,179.1.4.210,443,0,168,0,25.44444444,53.85190598,0,0,0,0,3.590758861,0.156801697,7086091.111,11105288.11,27578757,3,63773601,7971700.125,11527294.03,27578757,3,0,0,0,0,0,288,40,0.141121527,0.01568017,0,168,20.81818182,49.25407228,2425.963636,1,0,22.9,25.44444444,0,9,229,1,0,-1,29200,6,0,81067.33333,105580.4596,201125,2685,21110104.67,7125359.323,27578757,13472581,DoS slowloris
192.168.131.26,49174,10.200.7.9,3128,1992,1350,23,502.2857143,624.1297179,1350,28,332,535.232286,175941,65918,1253848.917,4296277.993,14896267,4,14998890,2499815,6073029.629,14896267,45,14999141,2999828.2,6676887.344,14943782,4,200,192,0.465234149,0.398772127,23,1350,489.8571429,598.7188704,358464.2857,0,0,527.5384615,502.2857143,332,7,3516,6,1992,-1,-1,6,20,102623,0,102623,102623,14896267,0,14896267,14896267,BENIGN
10.200.7.199,56759,179.1.4.231,443,0,290,0,58,129.6919427,0,0,0,0,1699.852875,35.16936982,34120.6,63139.83052,146633,5,155609,38902.25,71854.64322,146633,5,0,0,0,0,0,196,40,29.30780819,5.861561637,0,290,41.42857143,109.6096972,12014.28571,1,0,48.33333333,58,0,5,290,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49195,10.200.7.9,3128,138,41,41,41,0,69,69,69,0,274915,103633,10360,17937.9842,31073,3,3,3,0,3,3,4,4,0,4,4,64,40,64.35006435,64.35006435,41,69,52.2,15.33623161,235.2,0,1,65.25,41,69,2,82,2,138,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.199,45247,172.217.29.45,443,0,409,0,45.44444444,136.3333333,0,0,0,0,2549.462057,62.33403563,17825.11111,45555.41878,138775,1,147125,18390.625,48667.00762,138775,1,0,0,0,0,0,300,40,56.10063207,6.233403563,0,409,37.18181818,123.3181399,15207.36364,1,0,40.9,45.44444444,0,9,409,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.9,3128,192.168.131.26,49195,0,37,0,18.5,26.1629509,0,0,0,0,34608,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,1,0,37,18.5,0,2,37,0,0,118,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,35994,179.1.4.238,443,126,40,40,40,0,126,126,126,0,134784,171140,61844,0,61844,61844,0,0,0,0,0,0,0,0,0,0,32,32,16.16971735,16.16971735,40,126,68.66666667,49.65212315,2465.333333,0,1,103,40,126,1,40,1,126,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49196,46,23,23,23,0,23,23,23,0,167417,111900,89,152.4204711,265,1,1,1,0,1,1,1,1,0,1,1,64,64,7490.636704,7490.636704,23,23,23,0,0,0,1,28.75,23,23,2,46,2,46,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49196,0,273,0,30.33333333,91,0,0,0,0,987.7633131,36.18180634,30709.11111,73593.20388,226111,1,258555,32319.375,78504.76316,226111,1,0,0,0,0,0,356,40,32.56362571,3.618180634,0,273,24.81818182,82.31259707,6775.363636,1,0,27.3,30.33333333,0,9,273,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.9,3128,192.168.131.26,49195,110,39,39,39,0,55,55,55,0,45711,160994,46.66666667,74.76853171,133,3,3,3,0,3,3,4,4,0,4,4,64,64,14285.71429,14285.71429,39,55,45.4,8.76356092,76.8,0,1,56.75,39,55,2,78,2,110,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49255,10.200.7.4,3128,236,28,28,28,0,118,118,118,0,317313,103381,10406,17979.56749,31167,3,48,48,0,48,48,3,3,0,3,3,72,64,64.06560318,64.06560318,28,118,64,49.29503018,2430,0,1,80,28,118,2,56,2,236,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49205,10.200.7.4,3128,0,349,0,43.625,123.3901333,0,0,0,0,38.82701907,1.001269833,1123573.25,2693853.39,7735739,1,7984846,1140692.286,2909224.157,7735739,1,0,0,0,0,0,324,40,0.890017629,0.111252204,0,349,34.9,110.3634903,12180.1,1,0,38.77777778,43.625,0,8,349,1,0,-1,29200,1,0,1250620,0,1250620,1250620,7735739,0,7735739,7735739,DoS Hulk
10.200.7.4,3128,192.168.131.26,49255,0,0,0,0,0,0,0,0,0,0,0.016675323,120000000,0,120000000,120000000,0,0,0,0,0,0,0,0,0,0,40,20,0.008337662,0.008337662,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,120000000,0,120000000,120000000,DoS Hulk
10.200.7.4,3128,192.168.131.26,49205,0,189,0,58.7,85.53758108,0,0,0,0,10.41301956,0.195133246,5637173.7,8650246.757,27300912,5,55373158,6152573.111,9010643.92,27300912,5,0,0,0,0,0,328,40,0.17739386,0.017739386,0,189,48.91666667,80.67494636,6508.44697,1,0,53.36363636,58.7,0,10,587,1,0,-1,29200,6,0,2330311.5,3241665.277,4622515,38108,12927778.5,10227869.92,27300912,5247956,DoS slowloris
10.200.7.4,3128,192.168.131.26,49255,434,50,50,50,0,217,217,217,0,202950,171991,40769,70608.78322,122301,3,3,3,0,3,3,3,3,0,3,3,64,64,16.35229382,16.35229382,50,217,116.8,91.4696671,8366.7,0,1,146,50,217,2,100,2,434,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49205,0,335,0,55.83333333,136.7631773,0,0,0,0,105.4150947,2.202703472,529652.1667,820816.6648,2008270,4696,2179084,435816.8,880986.3371,2008270,4696,0,0,0,0,0,208,40,1.888031548,0.314671925,0,335,41.875,118.4403858,14028.125,1,0,47.85714286,55.83333333,0,6,335,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.194,59615,172.217.29.66,443,440,53,53,53,0,220,220,220,0,115853,118487,80.66666667,97.20768145,190,4,4,4,0,4,4,48,48,0,48,48,40,40,8264.46281,8264.46281,53,220,119.8,91.4696671,8366.7,0,1,149.75,53,220,2,106,2,440,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,38071,179.1.4.244,443,0,168,0,28.42857143,62.03186585,0,0,0,0,4.418910494,0.177644643,6433389.286,14421568.39,38934893,4,45032841,7505473.5,15489457.68,38934893,4,0,0,0,0,0,224,40,0.155439063,0.02220558,0,168,22.11111111,55.16440076,3043.111111,1,0,24.875,28.42857143,0,7,199,1,0,-1,29200,3,0,1633378,0,1633378,1633378,38934893,0,38934893,38934893,DoS slowloris
192.168.131.26,49306,10.200.7.4,3128,0,349,0,43.125,117.8489853,0,0,0,0,17.28984228,0.425981621,2494239.062,9767176.092,39100000,2,39900000,2660027.2,10100000,39100000,2,0,0,0,0,0,556,40,0.400923879,0.025057742,0,349,38.33333333,111.5748232,12448.94118,1,0,40.58823529,43.125,0,16,690,1,0,-1,29200,2,0,599297,0,599297,599297,39100000,0,39100000,39100000,DoS Hulk
192.168.131.26,49307,10.200.7.4,3128,332,879,0,293,507.4908866,332,0,110.6666667,191.6802894,28150,209685,20488,27596.20398,50899,34,50944,25472,35492.51777,50569,375,51905,25952.5,35858.09198,51308,597,104,104,29.28543538,29.28543538,0,879,173,335.0029851,112227,0,1,201.8333333,293,110.6666667,3,879,3,332,29200,8,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49304,10.200.7.4,3128,0,280,0,112,153.3623161,0,0,0,0,1262.15671,13.52310761,88737,119269.4163,220856,7,441216,110304,125960.397,220856,7,0,0,0,0,0,160,40,11.26925634,2.253851268,0,280,80,136.6260102,18666.66667,1,0,93.33333333,112,0,5,560,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49288,10.200.7.4,3128,0,371,0,61.83333333,144.4115541,0,0,0,0,1759.331928,30.82387475,35145.91667,73701.10815,223461,1,412064,37460.36364,76839.64277,223461,1,0,0,0,0,0,516,40,28.45280746,2.371067289,0,371,53,134.7236488,18150.46154,1,0,57.07692308,61.83333333,0,12,742,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49287,10.200.7.4,3128,0,189,0,65.75,87.54959633,0,0,0,0,10.21852411,0.16836605,6434393,14324892.36,39143877,181,76213571,6928506.455,14916435.24,39143877,181,0,0,0,0,0,392,40,0.155414815,0.012951235,0,189,56.35714286,83.99872448,7055.785714,1,0,60.69230769,65.75,0,12,789,1,0,-1,29200,8,0,1571704.5,1453013.219,2599140,544269,37034653.5,2982892.48,39143877,34925430,DoS slowloris
192.168.131.26,49305,10.200.7.4,3128,0,168,0,27.75,57.15580211,0,0,0,0,3.844536969,0.155859607,7218034.375,9954683.474,21274435,118,57743443,8249063.286,10280571.54,21274435,118,0,0,0,0,0,256,40,0.138541873,0.017317734,0,168,22.2,51.74681955,2677.733333,1,0,24.66666667,27.75,0,8,222,1,0,-1,29200,5,0,21226,26780.96223,40163,2289,19166744.67,2041527.167,21274435,17198534,DoS slowloris
192.168.131.26,49286,10.200.7.4,3128,242,47,46,46.5,0.707106781,180,62,121,83.43860018,273091,10023,14756745,25505750.64,44208249,30954,44239281,44239281,0,44239281,44239281,44239203,44239203,0,44239203,44239203,52,40,0.045177081,0.045177081,46,180,76.2,58.42259837,3413.2,0,1,95.25,46.5,121,2,93,2,242,-1,-1,1,20,31032,0,31032,31032,44208249,0,44208249,44208249,BENIGN
10.200.7.4,3128,192.168.131.26,49304,0,315,0,118.125,163.0279884,0,0,0,0,875.0315984,8.33363427,134995.125,229511.4432,653419,3,1076676,153810.8571,241144.0573,653419,3,0,0,0,0,0,256,40,7.407674907,0.925959363,0,315,94.5,152.1594558,23152.5,1,0,105,118.125,0,8,945,1,0,-1,29200,3,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.4,3128,192.168.131.26,49288,46,23,23,23,0,23,23,23,0,115272,244507,13.66666667,15.53490693,31,1,1,1,0,1,1,9,9,0,9,9,40,40,48780.4878,48780.4878,23,23,23,0,0,0,1,28.75,23,23,2,46,2,46,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49287,0,168,0,24.55555556,54.29113904,0,0,0,0,3.469883289,0.157008294,7076767,10391738.51,22421977,4,63689518,7961189.75,10741024,22421977,4,0,0,0,0,0,300,40,0.141307464,0.015700829,0,168,20.09090909,49.56501699,2456.690909,1,0,22.1,24.55555556,0,9,221,1,0,-1,29200,5,0,512689.5,721440.5427,1022825,2554,20888508,1598547.134,22421977,19231994,DoS slowloris
10.200.7.4,3128,192.168.131.26,49305,0,359,0,71.5,150.7368937,0,0,0,0,12.12501278,0.186538658,5896901,18100000,57500000,377,58000000,6441615.778,19200000,57500000,377,0,0,0,0,0,360,40,0.169580598,0.01695806,0,359,59.58333333,139.1581562,19364.99242,1,0,65,71.5,0,10,715,1,0,-1,29200,2,0,1235450,0,1235450,1235450,57500000,0,57500000,57500000,DoS Hulk
10.200.7.4,3128,192.168.131.26,49286,0,168,0,23.44444444,54.72684696,0,0,0,0,3.341468622,0.158363442,7016209.667,9825931.931,22045373,696,62148343,7768542.875,10223496.24,22045373,696,0,0,0,0,0,304,40,0.142527098,0.015836344,0,168,19.18181818,49.85943879,2485.963636,1,0,21.1,23.44444444,0,9,211,1,0,-1,29200,4,0,1522502,2096522.109,3004967,40037,20033627.67,1786800.385,22045373,18631124,DoS slowloris
10.200.7.4,3128,192.168.131.26,49288,60,44,44,44,0,60,60,60,0,164973,217577,30724,0,30724,30724,0,0,0,0,0,0,0,0,0,0,32,20,32.54784533,32.54784533,44,60,49.33333333,9.237604307,85.33333333,0,1,74,44,60,1,44,1,60,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49304,0,168,0,24.66666667,54.25863987,0,0,0,0,3.387795917,0.15260342,7281036.778,13179199.48,32267570,4,64531928,8066491,13862131.52,32267570,4,0,0,0,0,0,296,40,0.137343078,0.015260342,0,168,20.18181818,49.54557131,2454.763636,1,0,22.2,24.66666667,0,9,222,1,0,-1,29200,5,0,2282893.5,1814149.622,3565691,1000096,30381423.5,2667413.961,32267570,28495277,DoS slowloris
10.200.7.4,3128,192.168.131.26,49287,94,31,31,31,0,47,47,47,0,263190,118728,7986.333333,13826.67293,23952,3,4,4,0,4,4,3,3,0,3,3,40,64,83.47593806,83.47593806,31,47,37.4,8.76356092,76.8,0,1,46.75,31,47,2,62,2,94,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49286,184,45,45,45,0,92,92,92,0,237595,231586,16634.33333,28806.31433,49897,3,3,3,0,3,3,3,3,0,3,3,40,56,40.07775084,40.07775084,45,92,63.8,25.7429602,662.7,0,1,79.75,45,92,2,90,2,184,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.131.26,49305,0,6,6,6,0,0,0,0,0,190986,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,40905,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.130.61,50926,10.200.7.4,3128,6,6,6,6,0,6,6,6,0,274638,97460,17,0,17,17,0,0,0,0,0,0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6,0,0,0,1,9,6,6,1,6,1,6,335,258,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.4,3128,192.168.130.61,50926,0,355,0,35.5,112.2608569,0,0,0,0,478.6766411,14.83223395,74162.8,153784.5449,460153,2,729518,81057.55556,161465.4713,460153,2,0,0,0,0,0,424,40,13.48384905,1.348384905,0,355,29.58333333,102.4796728,10502.08333,1,0,32.27272727,35.5,0,10,355,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.130.61,50926,10.200.7.4,3128,6,6,6,6,0,6,6,6,0,112007,178103,55,0,55,55,0,0,0,0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,6,6,6,0,0,0,1,9,6,6,1,6,1,6,29,256,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49313,10.200.7.4,3128,108,38,38,38,0,54,54,54,0,39704,159019,47.66666667,77.36493607,137,3,3,3,0,3,3,3,3,0,3,3,64,80,13986.01399,13986.01399,38,54,44.4,8.76356092,76.8,0,1,55.5,38,54,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
